student_id,subject,late,full_name
220,herbology,0.0,Janice Johnston
223,herbology,60.0,Peter Mcdowell
229,herbology,60.0,Whitney Stark
230,herbology,60.0,Angela Salazar
237,herbology,60.0,Stephanie Collins
244,herbology,0.0,April Snyder
248,herbology,60.0,Bobby Flores
261,herbology,60.0,Lauren Hayes
272,herbology,60.0,Brian Hamilton
275,herbology,60.0,Kimberly Smith
284,herbology,42.0,Kimberly Maynard
287,herbology,60.0,Collin Lopez
297,herbology,60.0,Norma Fisher
