student_id,subject,late,full_name
631,biology,60.0,Peter Montgomery
632,biology,60.0,Theodore Mcgrath
635,biology,60.0,Brian Hamilton
636,biology,60.0,Susan Levy
642,biology,60.0,Cheryl Bradley
655,biology,60.0,Desiree Cain
659,biology,0.0,Angela Salazar
661,biology,60.0,Jorge Sullivan
669,biology,60.0,Susan Levy
673,biology,60.0,April Snyder
680,biology,60.0,Kimberly Maynard
689,biology,60.0,Stephanie Lawrence
691,biology,0.0,Whitney Stark
692,biology,60.0,Angela Salazar
695,biology,60.0,Elizabeth Woods
698,biology,60.0,Theodore Mcgrath
699,biology,60.0,Stephanie Collins
706,biology,49.0,April Snyder
722,biology,54.0,Stephanie Lawrence
725,biology,60.0,Angela Salazar
729,biology,60.0,Susan Wagner
730,biology,60.0,Peter Montgomery
735,biology,60.0,Susan Levy
736,biology,60.0,Sean Green
748,biology,60.0,Janice Johnston
751,biology,60.0,Peter Mcdowell
754,biology,60.0,Desiree Cain
755,biology,60.0,Stephanie Lawrence
762,biology,60.0,Susan Wagner
767,biology,60.0,Brian Hamilton
776,biology,60.0,Bobby Flores
794,biology,60.0,Elizabeth Woods
795,biology,0.0,Susan Wagner
797,biology,60.0,Theodore Mcgrath
804,biology,60.0,Jennifer Summers
817,biology,60.0,Peter Mcdowell
818,biology,60.0,Sarah Villanueva
821,biology,60.0,Stephanie Lawrence
834,biology,60.0,Susan Levy
836,biology,60.0,Kimberly Smith
842,biology,60.0,Bobby Flores
844,biology,60.0,Michelle Kelley
847,biology,60.0,Janice Johnston
853,biology,60.0,Desiree Cain
865,biology,60.0,Stephanie Sutton
867,biology,60.0,Susan Levy
868,biology,59.0,Sean Green
869,biology,60.0,Kimberly Smith
872,biology,60.0,Dana Nguyen
876,biology,60.0,Tasha Rodriguez
883,biology,60.0,Peter Mcdowell
885,biology,60.0,Kimberly Myers
891,biology,60.0,Norma Fisher
892,biology,60.0,Jorge Sullivan
893,biology,60.0,Elizabeth Woods
894,biology,60.0,Susan Wagner
897,biology,60.0,Stephanie Collins
898,biology,60.0,Stephanie Sutton
96,biology,60.0,Lauren Hayes
103,biology,60.0,Peter Montgomery
104,biology,60.0,Theodore Mcgrath
110,biology,60.0,Kimberly Smith
111,biology,60.0,Jennifer Summers
113,biology,60.0,Dana Nguyen
119,biology,60.0,Kimberly Maynard
904,biology,55.0,April Snyder
905,biology,60.0,Dana Nguyen
913,biology,60.0,Janice Johnston
127,biology,60.0,Desiree Cain
135,biology,60.0,Susan Wagner
139,biology,60.0,Stephanie Sutton
144,biology,59.0,Jennifer Summers
145,biology,58.0,April Snyder
148,biology,60.0,Walter Pratt
156,biology,0.0,Mary Alvarez
158,biology,60.0,Sarah Villanueva
163,biology,60.0,Whitney Stark
171,biology,60.0,Stephanie Collins
174,biology,60.0,Susan Levy
177,biology,60.0,Jennifer Summers
179,biology,59.0,Dana Nguyen
187,biology,60.0,Janice Johnston
189,biology,60.0,Mary Alvarez
191,biology,0.0,Sarah Villanueva
197,biology,60.0,Angela Salazar
202,biology,60.0,Peter Montgomery
204,biology,60.0,Stephanie Collins
206,biology,60.0,Brian Hamilton
209,biology,60.0,Kimberly Smith
214,biology,60.0,Walter Pratt
221,biology,60.0,Collin Lopez
228,biology,60.0,Lauren Hayes
234,biology,60.0,Susan Wagner
240,biology,60.0,Susan Levy
241,biology,60.0,Sean Green
249,biology,60.0,Tasha Rodriguez
251,biology,60.0,Kimberly Maynard
252,biology,60.0,Laurie Wallace
253,biology,60.0,Janice Johnston
255,biology,60.0,Mary Alvarez
256,biology,60.0,Peter Mcdowell
257,biology,60.0,Sarah Villanueva
267,biology,60.0,Susan Wagner
281,biology,60.0,Bobby Flores
282,biology,60.0,Tasha Rodriguez
294,biology,60.0,Lauren Hayes
299,biology,60.0,Elizabeth Woods
