student_id,subject,late,full_name
467,physics,0.0,Theodore Mcgrath
459,physics,0.0,Lauren Hayes
130,physics,0.0,Whitney Stark
454,physics,0.0,Peter Mcdowell
452,physics,0.0,Collin Lopez
449,physics,0.0,Kimberly Maynard
445,physics,0.0,Walter Pratt
443,physics,0.0,Dana Nguyen
442,physics,0.0,April Snyder
441,physics,0.0,Jennifer Summers
427,physics,0.0,Whitney Stark
355,physics,0.0,Peter Mcdowell
108,physics,0.0,Susan Levy
346,physics,0.0,Walter Pratt
344,physics,0.0,Dana Nguyen
166,physics,0.0,Jorge Sullivan
958,physics,0.0,Jorge Sullivan
184,physics,0.0,Michelle Kelley
195,physics,0.0,Lauren Hayes
200,physics,0.0,Elizabeth Woods
211,physics,0.0,April Snyder
954,physics,0.0,Lauren Hayes
222,physics,0.0,Mary Alvarez
226,physics,0.0,Desiree Cain
227,physics,0.0,Stephanie Lawrence
231,physics,0.0,Norma Fisher
233,physics,0.0,Elizabeth Woods
950,physics,0.0,Sarah Villanueva
242,physics,0.0,Kimberly Smith
245,physics,0.0,Dana Nguyen
246,physics,0.0,Cheryl Bradley
260,physics,0.0,Stephanie Lawrence
271,physics,0.0,Stephanie Sutton
279,physics,0.0,Cheryl Bradley
292,physics,0.0,Desiree Cain
28,physics,0.0,Desiree Cain
37,physics,0.0,Peter Montgomery
41,physics,0.0,Brian Hamilton
160,physics,0.0,Desiree Cain
988,physics,0.0,Whitney Stark
143,physics,0.0,Kimberly Smith
341,physics,0.0,Kimberly Smith
339,physics,0.0,Susan Levy
338,physics,0.0,Brian Hamilton
505,physics,0.0,Sean Green
336,physics,0.0,Stephanie Collins
329,physics,0.0,Angela Salazar
323,physics,0.0,Sarah Villanueva
311,physics,0.0,Dana Nguyen
986,physics,0.0,Stephanie Lawrence
49,physics,0.0,Walter Pratt
983,physics,0.0,Sarah Villanueva
981,physics,0.0,Mary Alvarez
970,physics,0.0,April Snyder
154,physics,0.0,Janice Johnston
157,physics,0.0,Peter Mcdowell
966,physics,0.0,Susan Levy
962,physics,0.0,Theodore Mcgrath
961,physics,0.0,Peter Montgomery
960,physics,0.0,Susan Wagner
337,physics,0.0,Stephanie Sutton
567,physics,0.0,Stephanie Collins
511,physics,0.0,Walter Pratt
779,physics,0.0,Kimberly Maynard
813,physics,0.0,Laurie Wallace
809,physics,0.0,Bobby Flores
806,physics,0.0,Dana Nguyen
802,physics,0.0,Sean Green
799,physics,0.0,Stephanie Sutton
793,physics,0.0,Jorge Sullivan
790,physics,0.0,Whitney Stark
784,physics,0.0,Peter Mcdowell
780,physics,0.0,Laurie Wallace
774,physics,0.0,Cheryl Bradley
537,physics,0.0,Susan Levy
772,physics,0.0,April Snyder
769,physics,0.0,Sean Green
766,physics,0.0,Stephanie Sutton
761,physics,0.0,Elizabeth Woods
759,physics,0.0,Norma Fisher
758,physics,0.0,Angela Salazar
734,physics,0.0,Brian Hamilton
727,physics,0.0,Jorge Sullivan
906,physics,0.0,Cheryl Bradley
903,physics,0.0,Jennifer Summers
823,physics,0.0,Whitney Stark
825,physics,0.0,Norma Fisher
832,physics,0.0,Stephanie Sutton
100,physics,0.0,Jorge Sullivan
114,physics,0.0,Cheryl Bradley
94,physics,0.0,Desiree Cain
93,physics,0.0,Kimberly Myers
902,physics,0.0,Kimberly Smith
889,physics,0.0,Whitney Stark
888,physics,0.0,Lauren Hayes
886,physics,0.0,Desiree Cain
879,physics,0.0,Laurie Wallace
877,physics,0.0,Michelle Kelley
875,physics,0.0,Bobby Flores
871,physics,0.0,April Snyder
870,physics,0.0,Jennifer Summers
864,physics,0.0,Stephanie Collins
862,physics,0.0,Peter Montgomery
860,physics,0.0,Elizabeth Woods
859,physics,0.0,Jorge Sullivan
849,physics,0.0,Mary Alvarez
839,physics,0.0,Dana Nguyen
724,physics,0.0,Whitney Stark
723,physics,0.0,Lauren Hayes
720,physics,0.0,Kimberly Myers
633,physics,0.0,Stephanie Collins
616,physics,0.0,Janice Johnston
611,physics,0.0,Bobby Flores
602,physics,0.0,Brian Hamilton
87,physics,0.0,Laurie Wallace
79,physics,0.0,April Snyder
62,physics,0.0,Stephanie Lawrence
596,physics,0.0,Elizabeth Woods
592,physics,0.0,Whitney Stark
581,physics,0.0,Kimberly Maynard
576,physics,0.0,Cheryl Bradley
573,physics,0.0,Jennifer Summers
572,physics,0.0,Kimberly Smith
569,physics,0.0,Brian Hamilton
107,physics,0.0,Brian Hamilton
560,physics,0.0,Angela Salazar
553,physics,0.0,Peter Mcdowell
546,physics,0.0,Tasha Rodriguez
545,physics,0.0,Bobby Flores
128,physics,0.0,Stephanie Lawrence
618,physics,0.0,Mary Alvarez
634,physics,0.0,Stephanie Sutton
709,physics,0.0,Walter Pratt
638,physics,0.0,Kimberly Smith
708,physics,0.0,Cheryl Bradley
910,physics,0.0,Michelle Kelley
707,physics,0.0,Dana Nguyen
704,physics,0.0,Kimberly Smith
703,physics,0.0,Sean Green
700,physics,0.0,Stephanie Sutton
697,physics,0.0,Peter Montgomery
690,physics,0.0,Lauren Hayes
675,physics,0.0,Cheryl Bradley
672,physics,0.0,Jennifer Summers
666,physics,0.0,Stephanie Collins
25,physics,0.0,Peter Mcdowell
657,physics,0.0,Lauren Hayes
652,physics,0.0,Peter Mcdowell
651,physics,0.0,Mary Alvarez
645,physics,0.0,Tasha Rodriguez
643,physics,0.0,Walter Pratt
919,physics,0.0,Desiree Cain
920,physics,0.0,Stephanie Lawrence
664,physics,0.0,Peter Montgomery
273,math,0.0,Susan Levy
17,physics,0.0,Bobby Flores
507,math,0.0,Jennifer Summers
493,math,0.0,Whitney Stark
491,math,0.0,Stephanie Lawrence
471,math,0.0,Susan Levy
470,math,0.0,Brian Hamilton
466,math,0.0,Peter Montgomery
465,math,0.0,Susan Wagner
460,math,0.0,Whitney Stark
450,math,0.0,Laurie Wallace
447,math,0.0,Tasha Rodriguez
444,math,0.0,Cheryl Bradley
433,math,0.0,Peter Montgomery
431,math,0.0,Elizabeth Woods
421,math,0.0,Peter Mcdowell
418,math,0.0,Janice Johnston
409,math,0.0,April Snyder
404,math,0.0,Brian Hamilton
402,math,0.0,Stephanie Collins
399,math,0.0,Susan Wagner
394,math,0.0,Whitney Stark
393,math,0.0,Lauren Hayes
383,math,0.0,Kimberly Maynard
504,math,0.0,Susan Levy
508,math,0.0,April Snyder
82,math,0.0,Walter Pratt
512,math,0.0,Bobby Flores
80,math,0.0,Dana Nguyen
77,math,0.0,Kimberly Smith
71,math,0.0,Theodore Mcgrath
69,math,0.0,Susan Wagner
598,math,0.0,Peter Montgomery
586,math,0.0,Peter Mcdowell
584,math,0.0,Collin Lopez
579,math,0.0,Tasha Rodriguez
566,math,0.0,Theodore Mcgrath
564,math,0.0,Susan Wagner
563,math,0.0,Elizabeth Woods
551,math,0.0,Collin Lopez
550,math,0.0,Janice Johnston
544,math,0.0,Walter Pratt
540,math,0.0,Jennifer Summers
533,math,0.0,Theodore Mcgrath
528,math,0.0,Norma Fisher
524,math,0.0,Stephanie Lawrence
522,math,0.0,Kimberly Myers
520,math,0.0,Peter Mcdowell
518,math,0.0,Collin Lopez
374,math,0.0,Kimberly Smith
371,math,0.0,Brian Hamilton
368,math,0.0,Theodore Mcgrath
364,math,0.0,Jorge Sullivan
946,math,0.0,Janice Johnston
945,math,0.0,Laurie Wallace
937,math,0.0,April Snyder
931,math,0.0,Stephanie Sutton
15,math,0.0,Cheryl Bradley
2,math,0.0,Elizabeth Woods
0,math,0.0,Norma Fisher
244,herbology,0.0,April Snyder
220,herbology,0.0,Janice Johnston
606,herbology,0.0,Jennifer Summers
601,herbology,0.0,Stephanie Sutton
510,herbology,0.0,Cheryl Bradley
978,herbology,0.0,Laurie Wallace
47,herbology,0.0,Dana Nguyen
933,herbology,0.0,Susan Levy
191,biology,0.0,Sarah Villanueva
156,biology,0.0,Mary Alvarez
795,biology,0.0,Susan Wagner
691,biology,0.0,Whitney Stark
659,biology,0.0,Angela Salazar
597,biology,0.0,Susan Wagner
949,math,0.0,Peter Mcdowell
952,math,0.0,Desiree Cain
957,math,0.0,Norma Fisher
315,math,0.0,Tasha Rodriguez
360,math,0.0,Lauren Hayes
353,math,0.0,Collin Lopez
351,math,0.0,Laurie Wallace
335,math,0.0,Theodore Mcgrath
334,math,0.0,Peter Montgomery
331,math,0.0,Jorge Sullivan
330,math,0.0,Norma Fisher
318,math,0.0,Laurie Wallace
316,math,0.0,Michelle Kelley
313,math,0.0,Walter Pratt
30,math,0.0,Lauren Hayes
310,math,0.0,April Snyder
307,math,0.0,Sean Green
306,math,0.0,Susan Levy
305,math,0.0,Brian Hamilton
980,math,0.0,Collin Lopez
967,math,0.0,Sean Green
964,math,0.0,Stephanie Sutton
44,math,0.0,Kimberly Smith
40,math,0.0,Stephanie Sutton
81,math,0.0,Cheryl Bradley
86,math,0.0,Kimberly Maynard
737,p.e,0.0,Kimberly Smith
232,math,0.0,Jorge Sullivan
213,math,0.0,Cheryl Bradley
208,math,0.0,Sean Green
203,math,0.0,Theodore Mcgrath
199,math,0.0,Jorge Sullivan
180,math,0.0,Cheryl Bradley
176,math,0.0,Kimberly Smith
173,math,0.0,Brian Hamilton
162,math,0.0,Lauren Hayes
153,math,0.0,Laurie Wallace
149,math,0.0,Bobby Flores
146,math,0.0,Dana Nguyen
138,math,0.0,Stephanie Collins
131,math,0.0,Angela Salazar
124,math,0.0,Peter Mcdowell
123,math,0.0,Mary Alvarez
121,math,0.0,Janice Johnston
929,math,0.0,Theodore Mcgrath
927,math,0.0,Susan Wagner
924,math,0.0,Norma Fisher
918,math,0.0,Kimberly Myers
916,math,0.0,Peter Mcdowell
224,math,0.0,Sarah Villanueva
235,math,0.0,Peter Montgomery
625,math,0.0,Whitney Stark
238,math,0.0,Stephanie Sutton
432,p.e,0.0,Susan Wagner
328,p.e,0.0,Whitney Stark
976,p.e,0.0,Michelle Kelley
57,p.e,0.0,Mary Alvarez
940,p.e,0.0,Walter Pratt
295,math,0.0,Whitney Stark
293,math,0.0,Stephanie Lawrence
291,math,0.0,Kimberly Myers
280,math,0.0,Walter Pratt
278,math,0.0,Dana Nguyen
274,math,0.0,Sean Green
269,math,0.0,Theodore Mcgrath
266,math,0.0,Elizabeth Woods
265,math,0.0,Jorge Sullivan
263,math,0.0,Angela Salazar
262,math,0.0,Whitney Stark
259,math,0.0,Desiree Cain
258,math,0.0,Kimberly Myers
247,math,0.0,Walter Pratt
243,math,0.0,Jennifer Summers
239,math,0.0,Brian Hamilton
911,math,0.0,Kimberly Maynard
908,math,0.0,Bobby Flores
117,math,0.0,Tasha Rodriguez
116,math,0.0,Bobby Flores
791,math,0.0,Angela Salazar
783,math,0.0,Mary Alvarez
775,math,0.0,Walter Pratt
768,math,0.0,Susan Levy
760,math,0.0,Jorge Sullivan
757,math,0.0,Whitney Stark
753,math,0.0,Kimberly Myers
745,math,0.0,Michelle Kelley
744,math,0.0,Tasha Rodriguez
728,math,0.0,Elizabeth Woods
718,math,0.0,Peter Mcdowell
717,math,0.0,Mary Alvarez
688,math,0.0,Desiree Cain
683,math,0.0,Collin Lopez
681,math,0.0,Laurie Wallace
677,math,0.0,Bobby Flores
671,math,0.0,Kimberly Smith
667,math,0.0,Stephanie Sutton
654,math,0.0,Kimberly Myers
637,math,0.0,Sean Green
628,math,0.0,Jorge Sullivan
805,math,0.0,April Snyder
807,math,0.0,Cheryl Bradley
810,math,0.0,Tasha Rodriguez
856,math,0.0,Whitney Stark
109,math,0.0,Sean Green
105,math,0.0,Stephanie Collins
101,math,0.0,Elizabeth Woods
90,math,0.0,Mary Alvarez
887,math,0.0,Stephanie Lawrence
884,math,0.0,Sarah Villanueva
874,math,0.0,Walter Pratt
861,math,0.0,Susan Wagner
858,math,0.0,Norma Fisher
855,math,0.0,Lauren Hayes
816,math,0.0,Mary Alvarez
848,math,0.0,Collin Lopez
845,math,0.0,Kimberly Maynard
843,math,0.0,Tasha Rodriguez
840,math,0.0,Cheryl Bradley
838,math,0.0,April Snyder
833,math,0.0,Brian Hamilton
831,math,0.0,Stephanie Collins
828,math,0.0,Susan Wagner
822,math,0.0,Lauren Hayes
296,physics,0.0,Angela Salazar
