student_id,subject,late,full_name
681,math,0.0,Laurie Wallace
683,math,0.0,Collin Lopez
686,math,2.0,Sarah Villanueva
688,math,0.0,Desiree Cain
694,math,4.0,Jorge Sullivan
717,math,0.0,Mary Alvarez
718,math,0.0,Peter Mcdowell
728,math,0.0,Elizabeth Woods
741,math,1.0,Cheryl Bradley
744,math,0.0,Tasha Rodriguez
745,math,0.0,Michelle Kelley
753,math,0.0,Kimberly Myers
757,math,0.0,Whitney Stark
760,math,0.0,Jorge Sullivan
768,math,0.0,Susan Levy
775,math,0.0,Walter Pratt
783,math,0.0,Mary Alvarez
791,math,0.0,Angela Salazar
805,math,0.0,April Snyder
807,math,0.0,Cheryl Bradley
810,math,0.0,Tasha Rodriguez
816,math,0.0,Mary Alvarez
822,math,0.0,Lauren Hayes
828,math,0.0,Susan Wagner
830,math,10.0,Theodore Mcgrath
831,math,0.0,Stephanie Collins
833,math,0.0,Brian Hamilton
838,math,0.0,April Snyder
840,math,0.0,Cheryl Bradley
843,math,0.0,Tasha Rodriguez
845,math,0.0,Kimberly Maynard
848,math,0.0,Collin Lopez
855,math,0.0,Lauren Hayes
856,math,0.0,Whitney Stark
857,math,6.0,Angela Salazar
858,math,0.0,Norma Fisher
861,math,0.0,Susan Wagner
874,math,0.0,Walter Pratt
881,math,18.0,Collin Lopez
884,math,0.0,Sarah Villanueva
887,math,0.0,Stephanie Lawrence
90,math,0.0,Mary Alvarez
91,math,60.0,Peter Mcdowell
101,math,0.0,Elizabeth Woods
105,math,0.0,Stephanie Collins
109,math,0.0,Sean Green
116,math,0.0,Bobby Flores
117,math,0.0,Tasha Rodriguez
908,math,0.0,Bobby Flores
911,math,0.0,Kimberly Maynard
916,math,0.0,Peter Mcdowell
918,math,0.0,Kimberly Myers
924,math,0.0,Norma Fisher
927,math,0.0,Susan Wagner
929,math,0.0,Theodore Mcgrath
121,math,0.0,Janice Johnston
123,math,0.0,Mary Alvarez
124,math,0.0,Peter Mcdowell
131,math,0.0,Angela Salazar
138,math,0.0,Stephanie Collins
146,math,0.0,Dana Nguyen
149,math,0.0,Bobby Flores
151,math,7.0,Michelle Kelley
153,math,0.0,Laurie Wallace
162,math,0.0,Lauren Hayes
173,math,0.0,Brian Hamilton
176,math,0.0,Kimberly Smith
180,math,0.0,Cheryl Bradley
199,math,0.0,Jorge Sullivan
203,math,0.0,Theodore Mcgrath
208,math,0.0,Sean Green
213,math,0.0,Cheryl Bradley
224,math,0.0,Sarah Villanueva
232,math,0.0,Jorge Sullivan
235,math,0.0,Peter Montgomery
238,math,0.0,Stephanie Sutton
239,math,0.0,Brian Hamilton
243,math,0.0,Jennifer Summers
247,math,0.0,Walter Pratt
254,math,4.0,Collin Lopez
258,math,0.0,Kimberly Myers
259,math,0.0,Desiree Cain
262,math,0.0,Whitney Stark
263,math,0.0,Angela Salazar
265,math,0.0,Jorge Sullivan
266,math,0.0,Elizabeth Woods
269,math,0.0,Theodore Mcgrath
273,math,0.0,Susan Levy
274,math,0.0,Sean Green
278,math,0.0,Dana Nguyen
280,math,0.0,Walter Pratt
291,math,0.0,Kimberly Myers
293,math,0.0,Stephanie Lawrence
295,math,0.0,Whitney Stark
