student_id,subject,late,full_name
587,p.e,60.0,Sarah Villanueva
589,p.e,60.0,Desiree Cain
590,p.e,60.0,Stephanie Lawrence
594,p.e,60.0,Norma Fisher
66,p.e,60.0,Norma Fisher
72,p.e,60.0,Stephanie Collins
74,p.e,60.0,Brian Hamilton
75,p.e,60.0,Susan Levy
76,p.e,44.0,Sean Green
78,p.e,46.0,Jennifer Summers
85,p.e,60.0,Michelle Kelley
88,p.e,60.0,Janice Johnston
600,p.e,60.0,Stephanie Collins
612,p.e,60.0,Tasha Rodriguez
615,p.e,60.0,Laurie Wallace
624,p.e,60.0,Lauren Hayes
640,p.e,60.0,April Snyder
644,p.e,60.0,Bobby Flores
646,p.e,60.0,Michelle Kelley
648,p.e,60.0,Laurie Wallace
650,p.e,60.0,Collin Lopez
653,p.e,60.0,Sarah Villanueva
682,p.e,60.0,Janice Johnston
684,p.e,60.0,Mary Alvarez
685,p.e,60.0,Peter Mcdowell
693,p.e,60.0,Norma Fisher
696,p.e,60.0,Susan Wagner
702,p.e,60.0,Susan Levy
705,p.e,60.0,Jennifer Summers
711,p.e,60.0,Tasha Rodriguez
712,p.e,60.0,Michelle Kelley
715,p.e,60.0,Janice Johnston
716,p.e,60.0,Collin Lopez
719,p.e,60.0,Sarah Villanueva
726,p.e,60.0,Norma Fisher
732,p.e,60.0,Stephanie Collins
737,p.e,0.0,Kimberly Smith
738,p.e,60.0,Jennifer Summers
739,p.e,60.0,April Snyder
740,p.e,60.0,Dana Nguyen
742,p.e,60.0,Walter Pratt
743,p.e,60.0,Bobby Flores
749,p.e,60.0,Collin Lopez
756,p.e,54.0,Lauren Hayes
765,p.e,60.0,Stephanie Collins
770,p.e,60.0,Kimberly Smith
771,p.e,60.0,Jennifer Summers
773,p.e,60.0,Dana Nguyen
777,p.e,60.0,Tasha Rodriguez
778,p.e,60.0,Michelle Kelley
782,p.e,60.0,Collin Lopez
787,p.e,60.0,Desiree Cain
789,p.e,60.0,Lauren Hayes
792,p.e,60.0,Norma Fisher
798,p.e,60.0,Stephanie Collins
803,p.e,60.0,Kimberly Smith
808,p.e,55.0,Walter Pratt
814,p.e,60.0,Janice Johnston
819,p.e,60.0,Kimberly Myers
837,p.e,53.0,Jennifer Summers
841,p.e,60.0,Walter Pratt
850,p.e,60.0,Peter Mcdowell
854,p.e,60.0,Stephanie Lawrence
866,p.e,60.0,Brian Hamilton
878,p.e,60.0,Kimberly Maynard
882,p.e,60.0,Mary Alvarez
92,p.e,60.0,Sarah Villanueva
909,p.e,58.0,Tasha Rodriguez
914,p.e,50.0,Collin Lopez
915,p.e,60.0,Mary Alvarez
917,p.e,60.0,Sarah Villanueva
925,p.e,60.0,Jorge Sullivan
926,p.e,60.0,Elizabeth Woods
120,p.e,60.0,Laurie Wallace
125,p.e,60.0,Sarah Villanueva
132,p.e,60.0,Norma Fisher
134,p.e,60.0,Elizabeth Woods
136,p.e,52.0,Peter Montgomery
140,p.e,60.0,Brian Hamilton
142,p.e,60.0,Sean Green
147,p.e,60.0,Cheryl Bradley
150,p.e,60.0,Tasha Rodriguez
155,p.e,60.0,Collin Lopez
159,p.e,60.0,Kimberly Myers
161,p.e,60.0,Stephanie Lawrence
165,p.e,60.0,Norma Fisher
168,p.e,60.0,Susan Wagner
169,p.e,60.0,Peter Montgomery
181,p.e,60.0,Walter Pratt
186,p.e,60.0,Laurie Wallace
190,p.e,60.0,Peter Mcdowell
192,p.e,60.0,Kimberly Myers
194,p.e,60.0,Stephanie Lawrence
198,p.e,60.0,Norma Fisher
205,p.e,60.0,Stephanie Sutton
212,p.e,60.0,Dana Nguyen
217,p.e,60.0,Michelle Kelley
218,p.e,60.0,Kimberly Maynard
225,p.e,60.0,Kimberly Myers
236,p.e,58.0,Theodore Mcgrath
264,p.e,60.0,Norma Fisher
268,p.e,55.0,Peter Montgomery
276,p.e,60.0,Jennifer Summers
277,p.e,60.0,April Snyder
283,p.e,60.0,Michelle Kelley
285,p.e,60.0,Laurie Wallace
286,p.e,60.0,Janice Johnston
288,p.e,60.0,Mary Alvarez
289,p.e,60.0,Peter Mcdowell
290,p.e,60.0,Sarah Villanueva
298,p.e,60.0,Jorge Sullivan
